id_tercero,tipo_sujeto,nombres,apellidos,fecha_nacimiento,nacionalidad,numero_documento,tipo_documento,pais_residencia,coincidencia
T0007609,PERSONA_NATURAL,ANDRES DANIEL,RAMIREZ GOMEZ,2005-04-23,COLOMBIANA,1174853829,CE,PERU,0
T0007610,PERSONA_JURIDICA,TORRES GARCIA SERVICIOS SAS 8023,,,,141466915,NIT,COLOMBIA,0
T0007611,PERSONA_NATURAL,CARLOS JUAN,LOPEZ TORRES,1958-08-08,ECUATORIANA,1303334189,CE,ARGENTINA,0
T0007612,PERSONA_NATURAL,CAMILA MARIA,PEREZ TORRES,1972-09-26,MEXICANA,1644315261,CE,USA,0
T0007613,PERSONA_NATURAL,SARA LUISA,MARTINEZ LOPEZ,1988-12-19,ARGENTINA,985291605,CE,USA,0
T0007614,PERSONA_NATURAL,SARA SARA,RODRIGUEZ LOPEZ,2002-04-16,ESPAÑOLA,S9655232,PASAPORTE,ECUADOR,0
T0007615,PERSONA_NATURAL,CARLOS MARIA,PEREZ SANCHEZ,1955-11-02,VENEZOLANA,U6812627,PASAPORTE,ESPAÑA,0
T0007616,PERSONA_NATURAL,CAMILA ANDRES,TORRES PEREZ,1990-08-12,BRASILEÑA,1392227909,CE,ECUADOR,0
T0007617,PERSONA_NATURAL,LUISA DAVID,RODRIGUEZ RODRIGUEZ,2004-10-26,PERUANA,80776850,CC,BRASIL,0
T0007618,PERSONA_JURIDICA,MARTINEZ GARCIA LOGISTICA CIA 1935,,,,892652281,NIT,USA,0
T0007619,PERSONA_NATURAL,SARA JORGE,RODRIGUEZ RODRIGUEZ,1967-10-14,PERUANA,F7153713,PASAPORTE,ESPAÑA,0
T0007620,PERSONA_NATURAL,CARLOS ANDRES,MARTINEZ MARTINEZ,1952-09-04,ESTADOUNIDENSE,C2161223,PASAPORTE,PERU,0
T0007621,PERSONA_NATURAL,ANDRES JUAN,LOPEZ TORRES,1990-10-24,VENEZOLANA,1847429090,CC,ECUADOR,0
T0007622,PERSONA_NATURAL,LAURA ANA,GARCIA LOPEZ,1993-07-04,VENEZOLANA,1687979763,CC,MEXICO,0
T0007623,PERSONA_JURIDICA,HERNANDEZ RAMIREZ COMERCIAL S.A. 699,,,,177085661,NIT,MEXICO,0
T0007624,PERSONA_NATURAL,CARLOS DAVID,GOMEZ RAMIREZ,2005-08-12,COLOMBIANA,1102643488,CC,ARGENTINA,0
T0007625,PERSONA_JURIDICA,SANCHEZ MARTINEZ SERVICIOS S. EN C. 1083,,,,577215558,NIT,ECUADOR,0
T0007626,PERSONA_NATURAL,LAURA DAVID,SANCHEZ TORRES,1998-04-06,VENEZOLANA,X9843639,PASAPORTE,ESPAÑA,0
T0007627,PERSONA_NATURAL,LUISA LUISA,SANCHEZ RODRIGUEZ,1974-06-14,ARGENTINA,979917181,CC,MEXICO,0
T0007628,PERSONA_JURIDICA,PEREZ HERNANDEZ INVERSIONES SAS 6460,,,,933578556,NIT,USA,0
T0007629,PERSONA_NATURAL,CAMILA ANDRES,LOPEZ GOMEZ,1980-11-18,MEXICANA,508000007,CE,PERU,0
T0007630,PERSONA_NATURAL,ANA JUAN,RODRIGUEZ GOMEZ,1969-03-04,BRASILEÑA,197920668,CC,ARGENTINA,0
T0007631,PERSONA_JURIDICA,TORRES RODRIGUEZ SERVICIOS CIA 7261,,,,246967706,NIT,MEXICO,0
T0007632,PERSONA_NATURAL,DAVID JUAN,SANCHEZ GOMEZ,1961-03-24,PERUANA,347393721,CC,USA,0
T0007633,PERSONA_NATURAL,JUAN JUAN,SANCHEZ RODRIGUEZ,1964-03-10,ARGENTINA,I5514858,PASAPORTE,ECUADOR,0
T0007634,PERSONA_NATURAL,ANA ANDRES,MARTINEZ SANCHEZ,2005-05-21,ARGENTINA,O1937507,PASAPORTE,USA,0
T0007635,PERSONA_JURIDICA,RODRIGUEZ RAMIREZ GROUP S.A. 5029,,,,761263374,NIT,PERU,0
T0007636,PERSONA_NATURAL,SARA MARIA,GOMEZ LOPEZ,1963-11-06,ARGENTINA,1675294755,CC,PERU,0
T0007637,PERSONA_NATURAL,JUAN ANDRES,TORRES GARCIA,1995-02-25,ESPAÑOLA,859803183,CC,ECUADOR,0
T0007638,PERSONA_NATURAL,DANIEL JUAN,RAMIREZ TORRES,1952-08-17,BRASILEÑA,1408421917,CC,VENEZUELA,0
T0007639,PERSONA_JURIDICA,MARTINEZ TORRES INVERSIONES S.A.S. 1016,,,,429767759,NIT,COLOMBIA,0
T0007640,PERSONA_NATURAL,JUAN SARA,MARTINEZ TORRES,1992-03-26,ESTADOUNIDENSE,496234262,CE,ESPAÑA,0
T0007641,PERSONA_NATURAL,ANDRES ANA,SANCHEZ MARTINEZ,1979-01-08,ARGENTINA,R6684788,PASAPORTE,BRASIL,0
T0007642,PERSONA_NATURAL,DAVID DANIEL,PEREZ MARTINEZ,1963-04-27,ESPAÑOLA,918213701,CC,PERU,0
T0007643,PERSONA_NATURAL,CAMILA DAVID,RAMIREZ RAMIREZ,1951-07-15,COLOMBIANA,483779331,CC,VENEZUELA,0
T0007644,PERSONA_JURIDICA,LOPEZ PEREZ HOLDING SAS 278,,,,444203810,NIT,PERU,0
T0007645,PERSONA_NATURAL,ANDRES DANIEL,RODRIGUEZ RODRIGUEZ,1986-07-12,MEXICANA,233287526,CC,VENEZUELA,0
T0007646,PERSONA_JURIDICA,TORRES GARCIA INVERSIONES CIA 4457,,,,609837611,NIT,VENEZUELA,0
T0007647,PERSONA_NATURAL,LUISA CARLOS,GOMEZ TORRES,1956-03-20,VENEZOLANA,Z7309525,PASAPORTE,ARGENTINA,0
T0007648,PERSONA_JURIDICA,PEREZ GARCIA SERVICIOS S.A. 3514,,,,547815920,NIT,VENEZUELA,0
T0007649,PERSONA_NATURAL,DAVID JORGE,GOMEZ TORRES,1967-09-15,ARGENTINA,1082504443,CE,BRASIL,0
T0007650,PERSONA_JURIDICA,RODRIGUEZ PEREZ LOGISTICA CIA 6528,,,,293645415,NIT,USA,0
T0007651,PERSONA_NATURAL,LUISA ANDRES,GARCIA RAMIREZ,1973-07-05,ARGENTINA,1218582769,CE,VENEZUELA,0
T0007652,PERSONA_JURIDICA,RAMIREZ GOMEZ INVERSIONES S. EN C. 2480,,,,947204364,NIT,COLOMBIA,0
T0007653,PERSONA_NATURAL,JUAN JUAN,MARTINEZ GARCIA,1977-08-26,ESTADOUNIDENSE,B4034636,PASAPORTE,BRASIL,0
T0007654,PERSONA_NATURAL,LAURA LAURA,RAMIREZ RAMIREZ,1999-08-25,PERUANA,1520801523,CC,USA,0
T0007655,PERSONA_JURIDICA,RAMIREZ MARTINEZ LOGISTICA S.A. 7751,,,,405773193,NIT,ARGENTINA,0
T0007656,PERSONA_NATURAL,DANIEL JORGE,LOPEZ TORRES,1980-12-08,MEXICANA,1032439600,CE,ECUADOR,0
T0007657,PERSONA_JURIDICA,MARTINEZ MARTINEZ HOLDING S.A.S. 2548,,,,303737181,NIT,ECUADOR,0
T0007658,PERSONA_NATURAL,CARLOS MARIA,RAMIREZ MARTINEZ,1986-10-22,VENEZOLANA,1239086232,CC,ESPAÑA,0
T0007659,PERSONA_JURIDICA,SANCHEZ LOPEZ HOLDING S.A.S. 4629,,,,637472291,NIT,ARGENTINA,0
T0007660,PERSONA_NATURAL,JORGE CARLOS,RODRIGUEZ TORRES,1999-02-17,MEXICANA,1480732273,CE,USA,0
T0007661,PERSONA_JURIDICA,PEREZ GOMEZ SERVICIOS SAS 9238,,,,244904208,NIT,ECUADOR,0
T0007662,PERSONA_NATURAL,CAMILA CAMILA,LOPEZ RAMIREZ,1986-11-23,MEXICANA,1618427376,CE,ECUADOR,0
T0007663,PERSONA_NATURAL,LUISA LUISA,RAMIREZ RODRIGUEZ,1999-02-08,MEXICANA,G1708070,PASAPORTE,ESPAÑA,0
T0007664,PERSONA_NATURAL,JORGE CARLOS,PEREZ PEREZ,1998-06-03,ESTADOUNIDENSE,449656215,CE,PERU,0
T0007665,PERSONA_NATURAL,SARA JUAN,GOMEZ MARTINEZ,2005-04-21,COLOMBIANA,1719299407,CC,ECUADOR,0
T0007666,PERSONA_NATURAL,JORGE CAMILA,RAMIREZ LOPEZ,1994-02-18,MEXICANA,492319084,CE,MEXICO,0
T0007667,PERSONA_NATURAL,DANIEL ANA,PEREZ RAMIREZ,1968-12-18,ECUATORIANA,1513117134,CE,ECUADOR,0
T0007668,PERSONA_NATURAL,ANA ANA,GARCIA RAMIREZ,1987-12-01,PERUANA,866298047,CC,USA,0
T0007669,PERSONA_NATURAL,LAURA ANA,GARCIA HERNANDEZ,1990-04-05,BRASILEÑA,433538962,CC,MEXICO,0
T0007670,PERSONA_NATURAL,LUISA LAURA,RAMIREZ GARCIA,1998-06-01,ARGENTINA,439888928,CE,PERU,0
T0007671,PERSONA_NATURAL,MARIA CARLOS,GOMEZ SANCHEZ,1969-10-02,BRASILEÑA,F9125085,PASAPORTE,ESPAÑA,0
T0007672,PERSONA_NATURAL,ANDRES LAURA,GOMEZ GARCIA,1968-03-02,BRASILEÑA,495123923,CE,BRASIL,0
T0007673,PERSONA_NATURAL,ANDRES DAVID,SANCHEZ SANCHEZ,1981-09-10,MEXICANA,262584762,CE,COLOMBIA,0
T0007674,PERSONA_JURIDICA,SANCHEZ LOPEZ TRADING LTDA 1302,,,,511117466,NIT,MEXICO,0
T0007675,PERSONA_JURIDICA,RAMIREZ RAMIREZ GROUP S.A. 5761,,,,190195551,NIT,USA,0
T0007676,PERSONA_NATURAL,JUAN LUISA,RODRIGUEZ TORRES,1989-03-14,MEXICANA,984518640,CE,USA,0
T0007677,PERSONA_NATURAL,ANA CAMILA,LOPEZ TORRES,1963-10-22,ARGENTINA,210499225,CC,USA,0
T0007678,PERSONA_NATURAL,DAVID CARLOS,MARTINEZ GARCIA,1999-05-09,PERUANA,666495488,CE,BRASIL,0
T0007679,PERSONA_NATURAL,SARA JORGE,TORRES SANCHEZ,1997-12-14,ARGENTINA,Y4408380,PASAPORTE,ARGENTINA,0
T0007680,PERSONA_NATURAL,DAVID SARA,HERNANDEZ RAMIREZ,1956-07-19,BRASILEÑA,1604807030,CC,USA,0
T0007681,PERSONA_NATURAL,LUISA SARA,MARTINEZ LOPEZ,1996-11-03,ARGENTINA,313233947,CE,ESPAÑA,0
T0007682,PERSONA_NATURAL,LAURA LAURA,TORRES TORRES,1953-10-07,ESPAÑOLA,830690087,CE,ESPAÑA,0
T0007683,PERSONA_JURIDICA,GOMEZ RAMIREZ SERVICIOS S. EN C. 751,,,,272897988,NIT,COLOMBIA,0
T0007684,PERSONA_NATURAL,CARLOS CARLOS,PEREZ PEREZ,1989-01-08,BRASILEÑA,1894014003,CC,MEXICO,0
T0007685,PERSONA_NATURAL,LUISA JUAN,PEREZ GARCIA,1979-10-20,MEXICANA,Q5785171,PASAPORTE,ESPAÑA,0
T0007686,PERSONA_NATURAL,JUAN ANDRES,GOMEZ RAMIREZ,1950-09-02,ECUATORIANA,1298224840,CE,ECUADOR,0
T0007687,PERSONA_NATURAL,DAVID JUAN,LOPEZ GOMEZ,1973-09-10,ARGENTINA,Q3180691,PASAPORTE,USA,0
T0007688,PERSONA_NATURAL,SARA ANDRES,RODRIGUEZ PEREZ,1998-11-22,MEXICANA,361632991,CE,USA,0
T0007689,PERSONA_NATURAL,JORGE ANDRES,GOMEZ HERNANDEZ,1956-07-17,ESTADOUNIDENSE,1657343117,CC,ESPAÑA,0
T0007690,PERSONA_NATURAL,DANIEL LAURA,SANCHEZ GOMEZ,1991-10-28,COLOMBIANA,426289625,CC,PERU,0
T0007691,PERSONA_NATURAL,SARA DANIEL,TORRES RODRIGUEZ,1985-12-15,ARGENTINA,Z2039231,PASAPORTE,ARGENTINA,0
T0007692,PERSONA_NATURAL,JUAN ANA,RODRIGUEZ RAMIREZ,1955-12-16,BRASILEÑA,1385917994,CE,COLOMBIA,0
T0007693,PERSONA_NATURAL,DAVID JORGE,HERNANDEZ MARTINEZ,1957-02-06,ECUATORIANA,B7490064,PASAPORTE,COLOMBIA,0
T0007694,PERSONA_NATURAL,MARIA LUISA,GOMEZ GARCIA,2005-05-06,VENEZOLANA,N5070769,PASAPORTE,ECUADOR,0
T0007695,PERSONA_NATURAL,SARA ANDRES,PEREZ TORRES,2003-08-11,ARGENTINA,61842023,CE,BRASIL,0
T0007696,PERSONA_NATURAL,DANIEL LUISA,TORRES GOMEZ,1960-05-02,ESTADOUNIDENSE,1541485341,CE,MEXICO,0
T0007697,PERSONA_JURIDICA,TORRES RODRIGUEZ GROUP CIA 4420,,,,646263503,NIT,PERU,0
T0007698,PERSONA_NATURAL,ANA ANDRES,GARCIA PEREZ,1975-12-03,ECUATORIANA,1878116902,CC,PERU,0
T0007699,PERSONA_JURIDICA,LOPEZ GOMEZ HOLDING CIA 5753,,,,584018441,NIT,PERU,0
T0007700,PERSONA_NATURAL,CAMILA LAURA,HERNANDEZ GARCIA,2000-06-05,ECUATORIANA,H6020420,PASAPORTE,ARGENTINA,0
T0007701,PERSONA_NATURAL,DAVID ANDRES,GOMEZ HERNANDEZ,1973-01-13,ECUATORIANA,511128327,CE,PERU,0
T0007702,PERSONA_JURIDICA,HERNANDEZ GARCIA HOLDING S.A. 8544,,,,943037065,NIT,COLOMBIA,0
T0007703,PERSONA_JURIDICA,HERNANDEZ TORRES LOGISTICA S.A. 3115,,,,252694167,NIT,PERU,0
T0007704,PERSONA_NATURAL,ANA DAVID,LOPEZ GOMEZ,1956-05-23,COLOMBIANA,1131308228,CE,ECUADOR,0
T0007705,PERSONA_NATURAL,ANDRES ANDRES,GOMEZ GARCIA,1993-12-05,ARGENTINA,1879716483,CC,COLOMBIA,0
T0007706,PERSONA_NATURAL,ANA SARA,GARCIA HERNANDEZ,1957-10-23,COLOMBIANA,W4884480,PASAPORTE,BRASIL,0
T0007707,PERSONA_NATURAL,SARA CAMILA,SANCHEZ PEREZ,1969-10-05,MEXICANA,40954624,CC,USA,0
T0007708,PERSONA_NATURAL,SARA ANA,RODRIGUEZ LOPEZ,2005-05-16,COLOMBIANA,1156456146,CE,ARGENTINA,0
T0007709,PERSONA_NATURAL,MARIA SARA,GOMEZ RODRIGUEZ,1951-09-14,ESTADOUNIDENSE,K1091114,PASAPORTE,COLOMBIA,0
T0007710,PERSONA_NATURAL,ANDRES CAMILA,HERNANDEZ MARTINEZ,1950-06-21,ARGENTINA,965986483,CE,VENEZUELA,0
T0007711,PERSONA_NATURAL,CARLOS CARLOS,GOMEZ LOPEZ,1956-04-13,VENEZOLANA,E6157988,PASAPORTE,COLOMBIA,0
T0007712,PERSONA_NATURAL,CAMILA ANDRES,SANCHEZ GARCIA,1952-03-22,ECUATORIANA,291604433,CC,ESPAÑA,0
T0007713,PERSONA_NATURAL,SARA ANA,GARCIA TORRES,1984-08-19,ESTADOUNIDENSE,350504919,CE,VENEZUELA,0
T0007714,PERSONA_NATURAL,MARIA ANA,PEREZ TORRES,1962-11-10,COLOMBIANA,192363032,CC,BRASIL,0
T0007715,PERSONA_NATURAL,ANDRES DANIEL,PEREZ GARCIA,1951-04-05,ESPAÑOLA,1855952422,CC,MEXICO,0
T0007716,PERSONA_NATURAL,ANA CAMILA,RAMIREZ RAMIREZ,1981-10-17,ESPAÑOLA,Z8047559,PASAPORTE,MEXICO,0
T0007717,PERSONA_JURIDICA,LOPEZ LOPEZ COMERCIAL S.A.S. 7934,,,,250346215,NIT,ARGENTINA,0
T0007718,PERSONA_JURIDICA,RAMIREZ GOMEZ HOLDING S. EN C. 8473,,,,548880234,NIT,MEXICO,0
T0007719,PERSONA_JURIDICA,SANCHEZ SANCHEZ TRADING CIA 514,,,,248048905,NIT,ARGENTINA,0
T0007720,PERSONA_NATURAL,MARIA LUISA,PEREZ GARCIA,1990-06-23,ESTADOUNIDENSE,434227726,CC,USA,0
T0007721,PERSONA_NATURAL,CARLOS CAMILA,GARCIA HERNANDEZ,2003-07-18,ECUATORIANA,N9239529,PASAPORTE,VENEZUELA,0
T0007722,PERSONA_JURIDICA,RAMIREZ LOPEZ COMERCIAL CIA 6846,,,,224532506,NIT,BRASIL,0
T0007723,PERSONA_NATURAL,JUAN ANA,MARTINEZ RAMIREZ,1966-08-15,MEXICANA,G2056451,PASAPORTE,PERU,0
T0007724,PERSONA_NATURAL,DANIEL CARLOS,TORRES GARCIA,1981-02-21,VENEZOLANA,412840341,CE,USA,0
T0007725,PERSONA_NATURAL,ANA JUAN,GOMEZ HERNANDEZ,1958-08-11,ESTADOUNIDENSE,X3854517,PASAPORTE,ESPAÑA,0
T0007726,PERSONA_NATURAL,CARLOS JUAN,LOPEZ SANCHEZ,2001-01-03,PERUANA,543670723,CE,MEXICO,0
T0007727,PERSONA_JURIDICA,RAMIREZ MARTINEZ HOLDING CIA 4481,,,,853328487,NIT,USA,0
T0007728,PERSONA_NATURAL,ANA CAMILA,GARCIA GARCIA,1994-10-20,VENEZOLANA,1270089062,CE,ARGENTINA,0
T0007729,PERSONA_NATURAL,ANA DANIEL,MARTINEZ PEREZ,1976-10-02,ESPAÑOLA,W8295855,PASAPORTE,VENEZUELA,0
T0007730,PERSONA_JURIDICA,GARCIA GARCIA TRADING S. EN C. 3892,,,,446471729,NIT,VENEZUELA,0
T0007731,PERSONA_NATURAL,CAMILA JUAN,GARCIA LOPEZ,1983-11-05,MEXICANA,H1072710,PASAPORTE,COLOMBIA,0
T0007732,PERSONA_NATURAL,CARLOS DANIEL,MARTINEZ HERNANDEZ,1983-02-18,ESPAÑOLA,L6327107,PASAPORTE,ESPAÑA,0
T0007733,PERSONA_JURIDICA,GOMEZ GARCIA GROUP S. EN C. 9685,,,,779646764,NIT,VENEZUELA,0
T0007734,PERSONA_NATURAL,CAMILA JUAN,TORRES TORRES,1988-10-25,MEXICANA,378034737,CC,COLOMBIA,0
T0007735,PERSONA_NATURAL,DAVID JUAN,TORRES RODRIGUEZ,1993-08-07,ESPAÑOLA,1418916391,CC,ESPAÑA,0
T0007736,PERSONA_NATURAL,MARIA JUAN,RAMIREZ LOPEZ,1985-03-06,BRASILEÑA,K1125826,PASAPORTE,ECUADOR,0
T0007737,PERSONA_NATURAL,ANA JORGE,HERNANDEZ RAMIREZ,1992-02-13,ESTADOUNIDENSE,J2056651,PASAPORTE,ECUADOR,0
T0007738,PERSONA_NATURAL,DANIEL JORGE,GARCIA PEREZ,1972-03-12,BRASILEÑA,1390747643,CC,ECUADOR,0
T0007739,PERSONA_NATURAL,SARA JORGE,LOPEZ PEREZ,1963-01-17,PERUANA,T3371759,PASAPORTE,ECUADOR,0
T0007740,PERSONA_JURIDICA,HERNANDEZ RODRIGUEZ SERVICIOS SAS 9169,,,,963582396,NIT,ECUADOR,0
T0007741,PERSONA_NATURAL,MARIA LUISA,PEREZ SANCHEZ,1967-09-15,ECUATORIANA,Z6894670,PASAPORTE,PERU,0
T0007742,PERSONA_NATURAL,CAMILA DAVID,PEREZ RODRIGUEZ,1997-11-12,BRASILEÑA,1503782362,CC,USA,0
T0007743,PERSONA_NATURAL,DAVID MARIA,TORRES PEREZ,1969-07-14,BRASILEÑA,903727851,CE,ECUADOR,0
T0007744,PERSONA_NATURAL,JORGE LAURA,HERNANDEZ RODRIGUEZ,1981-11-01,VENEZOLANA,Q8799106,PASAPORTE,MEXICO,0
T0007745,PERSONA_NATURAL,CAMILA JORGE,LOPEZ TORRES,1979-10-17,COLOMBIANA,943305646,CE,ESPAÑA,0
T0007746,PERSONA_NATURAL,MARIA CARLOS,TORRES TORRES,1973-04-02,PERUANA,928098221,CE,ARGENTINA,0
T0007747,PERSONA_JURIDICA,SANCHEZ MARTINEZ COMERCIAL S.A. 878,,,,807859081,NIT,COLOMBIA,0
T0007748,PERSONA_NATURAL,LAURA MARIA,RAMIREZ RODRIGUEZ,1976-09-25,BRASILEÑA,164113055,CE,MEXICO,0
T0007749,PERSONA_NATURAL,LUISA DANIEL,PEREZ RODRIGUEZ,1985-07-20,COLOMBIANA,R9584502,PASAPORTE,BRASIL,0
T0007750,PERSONA_JURIDICA,GARCIA GARCIA INVERSIONES LTDA 8040,,,,343228344,NIT,USA,0
T0007751,PERSONA_NATURAL,DAVID DANIEL,LOPEZ LOPEZ,1959-09-19,ARGENTINA,1652397476,CC,COLOMBIA,0
T0007752,PERSONA_JURIDICA,SANCHEZ GARCIA HOLDING S.A.S. 6458,,,,560218365,NIT,BRASIL,0
T0007753,PERSONA_NATURAL,JUAN MARIA,SANCHEZ MARTINEZ,1999-02-08,BRASILEÑA,1653359075,CC,ESPAÑA,0
T0007754,PERSONA_NATURAL,ANDRES MARIA,LOPEZ LOPEZ,1985-06-16,MEXICANA,1974678160,CE,MEXICO,0
T0007755,PERSONA_JURIDICA,PEREZ GARCIA INVERSIONES LTDA 7008,,,,770780555,NIT,BRASIL,0
T0007756,PERSONA_NATURAL,CAMILA CARLOS,HERNANDEZ SANCHEZ,1992-08-10,MEXICANA,Z1737099,PASAPORTE,USA,0
T0007757,PERSONA_NATURAL,DAVID DAVID,RODRIGUEZ GOMEZ,1988-12-04,ESPAÑOLA,Y9041861,PASAPORTE,BRASIL,0
T0007758,PERSONA_NATURAL,JUAN JORGE,GARCIA GARCIA,2003-10-25,ECUATORIANA,1302084289,CE,PERU,0
T0007759,PERSONA_JURIDICA,PEREZ RODRIGUEZ HOLDING LTDA 9667,,,,250691670,NIT,BRASIL,0
T0007760,PERSONA_JURIDICA,TORRES GOMEZ GROUP S.A.S. 8600,,,,724294800,NIT,USA,0
T0007761,PERSONA_NATURAL,LAURA JORGE,GARCIA RAMIREZ,1950-11-07,COLOMBIANA,A6214828,PASAPORTE,USA,0
T0007762,PERSONA_NATURAL,CAMILA LAURA,RAMIREZ RAMIREZ,1956-12-14,BRASILEÑA,843924482,CC,VENEZUELA,0
T0007763,PERSONA_NATURAL,JUAN ANDRES,TORRES GOMEZ,1956-01-23,BRASILEÑA,1828523040,CC,USA,0
T0007764,PERSONA_NATURAL,JORGE SARA,TORRES MARTINEZ,1969-10-22,ARGENTINA,1453713427,CE,BRASIL,0
T0007765,PERSONA_NATURAL,DAVID SARA,TORRES PEREZ,1982-07-18,ECUATORIANA,884519801,CE,MEXICO,0
T0007766,PERSONA_NATURAL,SARA CAMILA,RAMIREZ GARCIA,1978-03-25,PERUANA,667102742,CC,ESPAÑA,0
T0007767,PERSONA_JURIDICA,GOMEZ SANCHEZ HOLDING S. EN C. 1608,,,,627586852,NIT,BRASIL,0
T0007768,PERSONA_NATURAL,ANA ANDRES,MARTINEZ GOMEZ,1960-08-21,BRASILEÑA,180717224,CC,USA,0
T0007769,PERSONA_NATURAL,MARIA JORGE,GOMEZ LOPEZ,1988-01-09,PERUANA,1384011015,CE,VENEZUELA,0
T0007770,PERSONA_NATURAL,MARIA CAMILA,GOMEZ LOPEZ,1994-02-22,ESPAÑOLA,1307136851,CC,ECUADOR,0
T0007771,PERSONA_NATURAL,DAVID MARIA,TORRES LOPEZ,1994-09-19,VENEZOLANA,1643247977,CC,COLOMBIA,0
T0007772,PERSONA_NATURAL,CAMILA JORGE,GOMEZ SANCHEZ,1989-02-26,VENEZOLANA,K9568444,PASAPORTE,BRASIL,0
T0007773,PERSONA_NATURAL,CARLOS JORGE,MARTINEZ HERNANDEZ,1965-01-28,ESPAÑOLA,1863633898,CE,ECUADOR,0
T0007774,PERSONA_NATURAL,LUISA SARA,RAMIREZ RAMIREZ,1981-10-13,ARGENTINA,P9587706,PASAPORTE,BRASIL,0
T0007775,PERSONA_NATURAL,CARLOS LUISA,SANCHEZ RODRIGUEZ,1969-12-21,PERUANA,1603610892,CE,BRASIL,0
T0007776,PERSONA_JURIDICA,RODRIGUEZ MARTINEZ GROUP CIA 6025,,,,954560359,NIT,ESPAÑA,0
T0007777,PERSONA_JURIDICA,PEREZ TORRES INVERSIONES LTDA 4785,,,,634187166,NIT,VENEZUELA,0
T0007778,PERSONA_NATURAL,LUISA ANA,MARTINEZ PEREZ,1997-08-15,MEXICANA,1113292522,CC,BRASIL,0
T0007779,PERSONA_NATURAL,LAURA CARLOS,GOMEZ MARTINEZ,1973-04-04,MEXICANA,1472454769,CC,ECUADOR,0
T0007780,PERSONA_NATURAL,CAMILA MARIA,RAMIREZ SANCHEZ,2005-09-27,PERUANA,1684589218,CE,COLOMBIA,0
T0007781,PERSONA_JURIDICA,RODRIGUEZ HERNANDEZ LOGISTICA SAS 988,,,,999989430,NIT,VENEZUELA,0
T0007782,PERSONA_NATURAL,LUISA JORGE,MARTINEZ MARTINEZ,1964-02-03,MEXICANA,O8850084,PASAPORTE,ECUADOR,0
T0007783,PERSONA_JURIDICA,RODRIGUEZ HERNANDEZ SERVICIOS S. EN C. 2894,,,,317237657,NIT,BRASIL,0
T0007784,PERSONA_NATURAL,JORGE DANIEL,TORRES RAMIREZ,1966-04-07,ARGENTINA,1644646428,CC,ESPAÑA,0
T0007785,PERSONA_NATURAL,CARLOS DAVID,LOPEZ HERNANDEZ,1994-09-05,BRASILEÑA,1367379877,CC,USA,0
T0007786,PERSONA_NATURAL,DAVID DAVID,GOMEZ GARCIA,1975-02-09,ARGENTINA,1801422853,CE,VENEZUELA,0
T0007787,PERSONA_NATURAL,SARA MARIA,RAMIREZ GARCIA,1982-11-05,MEXICANA,1403274022,CE,USA,0
T0007788,PERSONA_JURIDICA,LOPEZ GARCIA SERVICIOS LTDA 5540,,,,258653063,NIT,USA,0
T0007789,PERSONA_JURIDICA,TORRES TORRES INVERSIONES CIA 8371,,,,239690359,NIT,VENEZUELA,0
T0007790,PERSONA_JURIDICA,HERNANDEZ PEREZ SERVICIOS LTDA 8220,,,,223182454,NIT,ECUADOR,0
T0007791,PERSONA_NATURAL,JORGE CAMILA,MARTINEZ GARCIA,1971-10-10,ESTADOUNIDENSE,W6853335,PASAPORTE,BRASIL,0
T0007792,PERSONA_NATURAL,CAMILA SARA,TORRES SANCHEZ,1966-12-26,ESTADOUNIDENSE,Z9351548,PASAPORTE,PERU,0
T0007793,PERSONA_JURIDICA,GARCIA HERNANDEZ COMERCIAL S.A. 9856,,,,249012813,NIT,ARGENTINA,0
T0007794,PERSONA_NATURAL,MARIA CAMILA,PEREZ PEREZ,1961-12-22,VENEZOLANA,965422322,CC,ESPAÑA,0
T0007795,PERSONA_NATURAL,LUISA DANIEL,GARCIA RAMIREZ,1950-03-01,ESTADOUNIDENSE,39190549,CC,PERU,0
T0007796,PERSONA_NATURAL,JORGE MARIA,GOMEZ RODRIGUEZ,1995-06-05,ARGENTINA,780037096,CE,MEXICO,0
T0007797,PERSONA_JURIDICA,TORRES MARTINEZ SERVICIOS S. EN C. 8709,,,,246355411,NIT,ARGENTINA,0
T0007798,PERSONA_NATURAL,SARA LUISA,PEREZ RODRIGUEZ,1964-06-19,ARGENTINA,V7664388,PASAPORTE,COLOMBIA,0
T0007799,PERSONA_JURIDICA,HERNANDEZ GOMEZ GROUP S.A. 907,,,,590566638,NIT,ESPAÑA,0
T0007800,PERSONA_NATURAL,SARA SARA,MARTINEZ MARTINEZ,1970-08-02,VENEZOLANA,D8028824,PASAPORTE,USA,0
T0007801,PERSONA_NATURAL,MARIA CAMILA,TORRES PEREZ,1975-12-12,VENEZOLANA,296704146,CE,BRASIL,0
T0007802,PERSONA_JURIDICA,PEREZ GOMEZ GROUP LTDA 7936,,,,396392938,NIT,COLOMBIA,0
T0007803,PERSONA_NATURAL,SARA SARA,LOPEZ HERNANDEZ,1981-07-16,VENEZOLANA,E3305488,PASAPORTE,ECUADOR,0
T0007804,PERSONA_NATURAL,MARIA MARIA,RAMIREZ TORRES,1962-12-24,ESTADOUNIDENSE,Q8792231,PASAPORTE,ECUADOR,0
